title,pubDate,guid,link,description
Angel City FC: Eni Aluko on working for the Los Angeles franchise,"Tue, 08 Mar 2022 06:21:16 GMT",https://www.bbc.co.uk/sport/football/60593513,https://www.bbc.co.uk/sport/football/60593513?at_medium=RSS&at_campaign=KARANGA,"With Angel City FC kicking off their debut NWSL campaign this month, Eni Aluko tells BBC Sport about moving to LA and meeting the club's all-star backers."
Zverev given suspended eight-week ban for striking umpire's chair,"Tue, 08 Mar 2022 06:53:23 GMT",https://www.bbc.co.uk/sport/tennis/60658371,https://www.bbc.co.uk/sport/tennis/60658371?at_medium=RSS&at_campaign=KARANGA,World number three Alexander Zverev faces an eight-week ban from tennis if he repeats the behaviour which led to his expulsion from the Mexican Open.
'I'm very energised to take this team forward' - Root feels he is still right man to lead England,"Mon, 07 Mar 2022 20:42:00 GMT",https://www.bbc.co.uk/sport/cricket/60654838,https://www.bbc.co.uk/sport/cricket/60654838?at_medium=RSS&at_campaign=KARANGA,"Joe Root admits he thought ""long and hard"" about his future as England captain but believes he is the right man to ""take the team forward""."
International Women's Day: How Chelsea 'changed the game' in women's football,"Tue, 08 Mar 2022 06:08:58 GMT",https://www.bbc.co.uk/sport/av/football/60655249,https://www.bbc.co.uk/sport/av/football/60655249?at_medium=RSS&at_campaign=KARANGA,"Football Focus visits Women's Super League champions Chelsea to discover how their players, and their coach Emma Hayes, have changed women's football over the past few years."
War in Ukraine: Russia says it may cut gas supplies if oil ban goes ahead,"Tue, 08 Mar 2022 08:04:39 GMT",https://www.bbc.co.uk/news/business-60656673,https://www.bbc.co.uk/news/business-60656673?at_medium=RSS&at_campaign=KARANGA,A top official says Russia may close its gas lines to Germany if the West halts oil imports.
Ukraine war: UK can and will do more for refugees - minister,"Tue, 08 Mar 2022 08:23:59 GMT",https://www.bbc.co.uk/news/uk-60655788,https://www.bbc.co.uk/news/uk-60655788?at_medium=RSS&at_campaign=KARANGA,"The UK has granted visas to 300 refugees fleeing the war in Ukraine so far, the Home Office says."
"Covid: Vaccines not linked to deaths, says study, and brain changes after virus","Tue, 08 Mar 2022 07:53:27 GMT",https://www.bbc.co.uk/news/uk-60652743,https://www.bbc.co.uk/news/uk-60652743?at_medium=RSS&at_campaign=KARANGA,Five things you need to know about the coronavirus pandemic this Tuesday morning.
Shane Warne: Do liquid diets work and are they safe?,"Tue, 08 Mar 2022 08:10:30 GMT",https://www.bbc.co.uk/news/health-60647276,https://www.bbc.co.uk/news/health-60647276?at_medium=RSS&at_campaign=KARANGA,What do experts make of the diet Shane Warne was on?
"Fury's future plans, AJ's new coach and Khan's rematch ambition - Fight Talk","Tue, 08 Mar 2022 08:06:41 GMT",https://www.bbc.co.uk/sport/boxing/60549538,https://www.bbc.co.uk/sport/boxing/60549538?at_medium=RSS&at_campaign=KARANGA,Will Tyson Fury hang up his gloves after facing Dillian Whyte? Plus Anthony Joshua announces new trainer and Amir Khan reportedly wants a rematch with Kell Brook. It's Fight Talk.
Healy helps Australia beat Pakistan at World Cup,"Tue, 08 Mar 2022 08:16:28 GMT",https://www.bbc.co.uk/sport/cricket/60658487,https://www.bbc.co.uk/sport/cricket/60658487?at_medium=RSS&at_campaign=KARANGA,Alyssa Healy helps Australia secure a comfortable seven-wicket win against Pakistan at the Women's World Cup.
War in Ukraine: West hits Russia with oil bans and gas curbs,"Wed, 09 Mar 2022 01:57:37 GMT",https://www.bbc.co.uk/news/world-us-canada-60666251,https://www.bbc.co.uk/news/world-us-canada-60666251?at_medium=RSS&at_campaign=KARANGA,"The US bans Russian oil, targeting the Russian economy's ""main artery"" over its invasion of Ukraine."
War in Ukraine: Troops dig in near Kyiv,"Wed, 09 Mar 2022 00:00:25 GMT",https://www.bbc.co.uk/news/world-europe-60671329,https://www.bbc.co.uk/news/world-europe-60671329?at_medium=RSS&at_campaign=KARANGA,Ukrainians are determined to defend their capital city as Russian troops prepare for an assault.
Ros Atkins on… The UK’s refugee response,"Tue, 08 Mar 2022 21:57:50 GMT",https://www.bbc.co.uk/news/uk-60668779,https://www.bbc.co.uk/news/uk-60668779?at_medium=RSS&at_campaign=KARANGA,"Ros Atkins looks at the UK's response to refugees fleeing Ukraine, and its family visa scheme."
"War in Ukraine: McDonald’s, Coca-Cola and Starbucks halt Russian sales","Wed, 09 Mar 2022 02:56:24 GMT",https://www.bbc.co.uk/news/business-60665877,https://www.bbc.co.uk/news/business-60665877?at_medium=RSS&at_campaign=KARANGA,Western companies are turning their backs on Russia amid sanctions and violence in Ukraine.
War in Ukraine: Warning oil sanctions will further hit UK living costs,"Wed, 09 Mar 2022 01:29:26 GMT",https://www.bbc.co.uk/news/business-60670120,https://www.bbc.co.uk/news/business-60670120?at_medium=RSS&at_campaign=KARANGA,"Plans to ban or curb Russian oil and gas imports will further hit UK living standards, analysts say."
Ukraine: Volodymyr Zelensky invokes Winston Churchill as he appeals to MPs,"Tue, 08 Mar 2022 18:56:31 GMT",https://www.bbc.co.uk/news/uk-politics-60667964,https://www.bbc.co.uk/news/uk-politics-60667964?at_medium=RSS&at_campaign=KARANGA,"Ukrainian president calls for Russia to be recognised as a ""terrorist state"" in a speech to the Commons."
Ukraine: Ministers can now detain Russian planes in UK,"Wed, 09 Mar 2022 06:00:06 GMT",https://www.bbc.co.uk/news/uk-60671843,https://www.bbc.co.uk/news/uk-60671843?at_medium=RSS&at_campaign=KARANGA,Flights linked to Russia are also criminalised in measures targeting figures close to the Kremlin.
Ukrainian actor Pasha Lee killed in Russian bombardment,"Tue, 08 Mar 2022 16:42:06 GMT",https://www.bbc.co.uk/news/world-europe-60659363,https://www.bbc.co.uk/news/world-europe-60659363?at_medium=RSS&at_campaign=KARANGA,"Pasha Lee, 33, had signed up to defend his country at the start of the war."
Almost two million pupils regularly missing school,"Wed, 09 Mar 2022 00:43:13 GMT",https://www.bbc.co.uk/news/education-60659304,https://www.bbc.co.uk/news/education-60659304?at_medium=RSS&at_campaign=KARANGA,The number of children missing at least half of school is also greater than previously thought.
Stool tests might help spot early pancreatic cancer,"Wed, 09 Mar 2022 00:36:09 GMT",https://www.bbc.co.uk/news/health-60661260,https://www.bbc.co.uk/news/health-60661260?at_medium=RSS&at_campaign=KARANGA,"Detectable changes involving gut microbes ""could provide"" a warning sign that a tumour is present."
Online Safety Bill tweaked to target scam ads,"Wed, 09 Mar 2022 00:23:58 GMT",https://www.bbc.co.uk/news/technology-60670539,https://www.bbc.co.uk/news/technology-60670539?at_medium=RSS&at_campaign=KARANGA,Social media sites may soon be legally required to stop scam adverts under new online safety laws.
Prince Andrew pays settlement ending sex assault case,"Tue, 08 Mar 2022 22:46:08 GMT",https://www.bbc.co.uk/news/uk-60667111,https://www.bbc.co.uk/news/uk-60667111?at_medium=RSS&at_campaign=KARANGA,A US judge has signed off court papers concluding the court case brought by Virginia Giuffre.
Vamps star tells of liposuction body-image pressure,"Tue, 08 Mar 2022 13:43:53 GMT",https://www.bbc.co.uk/news/health-60662357,https://www.bbc.co.uk/news/health-60662357?at_medium=RSS&at_campaign=KARANGA,James Brittain-McVey tells MPs he wishes he had talked to friends about worries over how he looked.
'We are not co-operating': Life in occupied Ukraine,"Wed, 09 Mar 2022 00:06:59 GMT",https://www.bbc.co.uk/news/world-europe-60670173,https://www.bbc.co.uk/news/world-europe-60670173?at_medium=RSS&at_campaign=KARANGA,"Ukrainian cities are now occupied by Russian troops, and residents are not making them feel welcome."
Ukraine war: How reliant is the world on Russia for oil and gas?,"Tue, 08 Mar 2022 18:00:43 GMT",https://www.bbc.co.uk/news/58888451,https://www.bbc.co.uk/news/58888451?at_medium=RSS&at_campaign=KARANGA,Russia says it may cut off gas supplies if countries decided to ban Russian oil.
Ukraine: Family escapes Kharkiv to Poland to treat daughter's cancer,"Wed, 09 Mar 2022 00:01:23 GMT",https://www.bbc.co.uk/news/world-europe-60667313,https://www.bbc.co.uk/news/world-europe-60667313?at_medium=RSS&at_campaign=KARANGA,"After four days on the run, three-year-old Polina and her mother have made it out of Ukraine."
Ukraine: Are arms shipments from the West making a difference?,"Tue, 08 Mar 2022 10:47:57 GMT",https://www.bbc.co.uk/news/world-60655349,https://www.bbc.co.uk/news/world-60655349?at_medium=RSS&at_campaign=KARANGA,Russian has struggled to gain air supremacy as Ukrainian forces make use of missiles supplied by the West.
Ukraine: Mother of Russian soldier asks 'Whose door should I knock on to get my child back?',"Tue, 08 Mar 2022 15:12:07 GMT",https://www.bbc.co.uk/news/world-europe-60604952,https://www.bbc.co.uk/news/world-europe-60604952?at_medium=RSS&at_campaign=KARANGA,Families of Russian soldiers in Ukraine tell the BBC the men had no idea what they were getting into.
Clive Myrie: The Ukrainians I met are not about to give up,"Tue, 08 Mar 2022 12:25:35 GMT",https://www.bbc.co.uk/news/world-europe-60653966,https://www.bbc.co.uk/news/world-europe-60653966?at_medium=RSS&at_campaign=KARANGA,The presenter reflects on the indomitable locals he met in Kyiv - convinced they would defeat the Russians.
The Papers: Zelensky channels Churchill and US-UK oil ban,"Wed, 09 Mar 2022 05:04:37 GMT",https://www.bbc.co.uk/news/blogs-the-papers-60671259,https://www.bbc.co.uk/news/blogs-the-papers-60671259?at_medium=RSS&at_campaign=KARANGA,The Ukrainian president's address to the Commons and a ban on Russian oil imports dominate the papers.
In full: Ukrainian President Zelensky's message to UK,"Tue, 08 Mar 2022 18:27:30 GMT",https://www.bbc.co.uk/news/uk-politics-60666785,https://www.bbc.co.uk/news/uk-politics-60666785?at_medium=RSS&at_campaign=KARANGA,President Zelensky makes an historic address in the House of Commons about the invasion by Russia.
Zelensky's moments: From TV star to wartime leader,"Tue, 08 Mar 2022 20:28:26 GMT",https://www.bbc.co.uk/news/world-europe-60664824,https://www.bbc.co.uk/news/world-europe-60664824?at_medium=RSS&at_campaign=KARANGA,"Ukrainian President Volodymyr Zelensky, a comedian who had no experience of politics when elected, has emerged as a convincing war leader."
CEO Secrets: Drone boss Henri Seydoux shares his advice,"Wed, 09 Mar 2022 00:21:59 GMT",https://www.bbc.co.uk/news/business-60655149,https://www.bbc.co.uk/news/business-60655149?at_medium=RSS&at_campaign=KARANGA,"Henri Seydoux, founder and CEO of French drone specialists Parrot, shares his business advice."
Ukraine: Frozen stars send messages of support to girl singing Let It Go,"Tue, 08 Mar 2022 12:31:34 GMT",https://www.bbc.co.uk/news/entertainment-arts-60647495,https://www.bbc.co.uk/news/entertainment-arts-60647495?at_medium=RSS&at_campaign=KARANGA,The child was filmed singing the track from the Disney film while sheltering in a Ukraine basement.
Ukraine: Travel curfew halts Irish student's escape attempt,"Tue, 08 Mar 2022 21:50:05 GMT",https://www.bbc.co.uk/news/world-europe-60658896,https://www.bbc.co.uk/news/world-europe-60658896?at_medium=RSS&at_campaign=KARANGA,A 19-year-old Irish woman living in Sumy is observing a travel curfew as she tries to leave Ukraine.
Ukraine: Trauma surgeon teaches medics over Zoom,"Tue, 08 Mar 2022 18:43:43 GMT",https://www.bbc.co.uk/news/uk-wales-60668576,https://www.bbc.co.uk/news/uk-wales-60668576?at_medium=RSS&at_campaign=KARANGA,More than 535 doctors from Ukraine joined a call to be taught how to treat injured people.
War in Ukraine: President Zelensky posts video from office in Kyiv,"Tue, 08 Mar 2022 07:33:23 GMT",https://www.bbc.co.uk/news/world-europe-60659029,https://www.bbc.co.uk/news/world-europe-60659029?at_medium=RSS&at_campaign=KARANGA,The Ukrainian president reveals his location in Kyiv in a new video shared on social media.
Ukraine: Does the Home Office need to get a grip?,"Tue, 08 Mar 2022 20:59:34 GMT",https://www.bbc.co.uk/news/uk-politics-60670569,https://www.bbc.co.uk/news/uk-politics-60670569?at_medium=RSS&at_campaign=KARANGA,There's frustration and fury among MPs at the Home Office's response to those fleeing the war.
Private military firms see demand in Ukraine war,"Wed, 09 Mar 2022 00:40:56 GMT",https://www.bbc.co.uk/news/world-us-canada-60669763,https://www.bbc.co.uk/news/world-us-canada-60669763?at_medium=RSS&at_campaign=KARANGA,Private military contractors see surging demand in Ukraine - but could the work turn mercenary?
Russia-Ukraine: Is internet on verge of break-up?,"Wed, 09 Mar 2022 01:02:56 GMT",https://www.bbc.co.uk/news/technology-60661987,https://www.bbc.co.uk/news/technology-60661987?at_medium=RSS&at_campaign=KARANGA,The global internet is under threat as the conflict in Ukraine continues.
Ukraine crisis: Is the UK doing enough to help refugees?,"Tue, 08 Mar 2022 14:22:38 GMT",https://www.bbc.co.uk/news/60555166,https://www.bbc.co.uk/news/60555166?at_medium=RSS&at_campaign=KARANGA,How is the government helping Ukrainian refugees in the UK and in countries neighbouring Ukraine?
Zimbabwe clinics struggle for nurses after exodus to the UK,"Wed, 09 Mar 2022 01:05:08 GMT",https://www.bbc.co.uk/news/world-africa-60524576,https://www.bbc.co.uk/news/world-africa-60524576?at_medium=RSS&at_campaign=KARANGA,"With large numbers of nurses emigrating, patient care is suffering as there are not enough staff."
What is going on with the partygate probe?,"Wed, 09 Mar 2022 01:01:10 GMT",https://www.bbc.co.uk/news/uk-politics-60620289,https://www.bbc.co.uk/news/uk-politics-60620289?at_medium=RSS&at_campaign=KARANGA,Stories about Covid rule breaking in No 10 have gone away but police activities are continuing.
Sloppy England shocked by Windies at World Cup,"Wed, 09 Mar 2022 05:51:07 GMT",https://www.bbc.co.uk/sport/cricket/60671685,https://www.bbc.co.uk/sport/cricket/60671685?at_medium=RSS&at_campaign=KARANGA,England engineer their own downfall in a damaging seven-run defeat by West Indies at the Women's World Cup in Dunedin.
"Liverpool deserve quarter-final spot despite 'slapstick' finishing in loss to Inter, says Klopp","Tue, 08 Mar 2022 23:27:04 GMT",https://www.bbc.co.uk/sport/football/60651560,https://www.bbc.co.uk/sport/football/60651560?at_medium=RSS&at_campaign=KARANGA,"Liverpool's seven-match winning run in the Champions League is ended by Inter Milan, but Jurgen Klopp's side progress to the quarter-finals with a 2-1 aggregate win."
Bairstow ton rescues England against West Indies,"Tue, 08 Mar 2022 22:41:57 GMT",https://www.bbc.co.uk/sport/cricket/60665827,https://www.bbc.co.uk/sport/cricket/60665827?at_medium=RSS&at_campaign=KARANGA,Jonny Bairstow's hundred rescues England after another batting collapse on day one of the first Test against West Indies in Antigua.
Lewandowski scores earliest Champions League hat-trick as Bayern hit seven,"Tue, 08 Mar 2022 23:04:53 GMT",https://www.bbc.co.uk/sport/football/60667847,https://www.bbc.co.uk/sport/football/60667847?at_medium=RSS&at_campaign=KARANGA,Robert Lewandowski scores the earliest ever Champions League hat-trick as Bayern Munich thrash Red Bull Salzburg 6-2 on aggregate to reach the quarter-finals.
Andy Murray pledges to donate prize money to help children in Ukraine,"Tue, 08 Mar 2022 20:42:38 GMT",https://www.bbc.co.uk/sport/tennis/60667095,https://www.bbc.co.uk/sport/tennis/60667095?at_medium=RSS&at_campaign=KARANGA,Andy Murray pledges to donate his earnings from prize money for the rest of the year to help children affected by Russia's invasion of Ukraine.
World Cup 2022: Wales' play-off with Austria to go ahead in March,"Tue, 08 Mar 2022 19:11:57 GMT",https://www.bbc.co.uk/sport/football/60648692,https://www.bbc.co.uk/sport/football/60648692?at_medium=RSS&at_campaign=KARANGA,Wales' World Cup play-off semi-final against Austria later this month will be played as scheduled.
Women's World Cup: Deandra Dottin takes sensational catch against England to dismiss Winfield-Hill,"Wed, 09 Mar 2022 02:44:31 GMT",https://www.bbc.co.uk/sport/av/cricket/60672395,https://www.bbc.co.uk/sport/av/cricket/60672395?at_medium=RSS&at_campaign=KARANGA,West Indies' Deandra Dottin takes a sensational catch to dismiss England's Lauren Winfield-Hill at the Women's World Cup.
Russia could launch chemical attack in Ukraine - White House,"Thu, 10 Mar 2022 03:47:54 GMT",https://www.bbc.co.uk/news/uk-60683248,https://www.bbc.co.uk/news/uk-60683248?at_medium=RSS&at_campaign=KARANGA,"False claims about chemical weapon development are a Russian ploy to justify more attacks, says Jen Psaki."
Ukraine ambassador calls for UK to end 'bureaucratic red tape' for refugees,"Thu, 10 Mar 2022 05:53:58 GMT",https://www.bbc.co.uk/news/uk-60686254,https://www.bbc.co.uk/news/uk-60686254?at_medium=RSS&at_campaign=KARANGA,Vadym Prystaiko says most people fleeing Russia's invasion are women with children and not a threat.
War in Ukraine: Oil prices plunge as UAE supports supply boost,"Thu, 10 Mar 2022 05:38:22 GMT",https://www.bbc.co.uk/news/business-60680787,https://www.bbc.co.uk/news/business-60680787?at_medium=RSS&at_campaign=KARANGA,The move could ease a supply crunch as the West and allies shun Russian oil.
"Ukraine-Russia war: The era of complacency is over, says Liz Truss","Wed, 09 Mar 2022 23:11:13 GMT",https://www.bbc.co.uk/news/uk-politics-60685613,https://www.bbc.co.uk/news/uk-politics-60685613?at_medium=RSS&at_campaign=KARANGA,The foreign secretary will use a speech in Washington to argue for stronger action against Russia.
Ukraine: Private militias recruiting former soldiers,"Thu, 10 Mar 2022 06:06:39 GMT",https://www.bbc.co.uk/news/uk-wales-60676720,https://www.bbc.co.uk/news/uk-wales-60676720?at_medium=RSS&at_campaign=KARANGA,"Private militias are ""scouring"" social media to recruit former soldiers, veterans say."
IMF approves $1.4bn emergency funds for Ukraine,"Thu, 10 Mar 2022 04:26:53 GMT",https://www.bbc.co.uk/news/60686413,https://www.bbc.co.uk/news/60686413?at_medium=RSS&at_campaign=KARANGA,The country is expected to see a deep recession this year due to the impact of the Russian invasion.
"Use Russian money to rebuild Ukraine, says bank chief","Thu, 10 Mar 2022 00:02:39 GMT",https://www.bbc.co.uk/news/business-60684660,https://www.bbc.co.uk/news/business-60684660?at_medium=RSS&at_campaign=KARANGA,In BBC interview Ukraine central bank boss proposes long list of extra financial sanctions on Russia
"Chancellor faces tough calls over households' income hit, says IFS","Thu, 10 Mar 2022 00:02:29 GMT",https://www.bbc.co.uk/news/business-60678717,https://www.bbc.co.uk/news/business-60678717?at_medium=RSS&at_campaign=KARANGA,"The chancellor must decide whether to borrow more or allow household budgets to be squeezed further, the IFS says."
Faulty drainage work blamed for fatal Stonehaven derailment,"Thu, 10 Mar 2022 06:18:28 GMT",https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-60654251,https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-60654251?at_medium=RSS&at_campaign=KARANGA,Three people died when the train hit a landslide in heavy rain in Aberdeenshire in 2020.
Toddler tossed to safety from burning building,"Wed, 09 Mar 2022 22:44:41 GMT",https://www.bbc.co.uk/news/world-us-canada-60635933,https://www.bbc.co.uk/news/world-us-canada-60635933?at_medium=RSS&at_campaign=KARANGA,"A brave father threw his son, 3, from the window of a burning building down to first responders."
US Border Patrol finds dozens of snakes and reptiles in man's outfit,"Wed, 09 Mar 2022 22:00:14 GMT",https://www.bbc.co.uk/news/world-us-canada-60685663,https://www.bbc.co.uk/news/world-us-canada-60685663?at_medium=RSS&at_campaign=KARANGA,"The snakes and horned lizards were ""concealed in the man's jacket, pants pockets and groin area""."
Djokovic pulls out of US events over Covid rules,"Wed, 09 Mar 2022 23:20:29 GMT",https://www.bbc.co.uk/sport/tennis/60685794,https://www.bbc.co.uk/sport/tennis/60685794?at_medium=RSS&at_campaign=KARANGA,Novak Djokovic withdraws from Indian Wells and the Miami Open - the first two Masters Series events of the year - because of US coronavirus rules.
Real Madrid 3-1 Paris St-Germain (3-2 agg): Karim Benzema hat-trick inspires superb Real fightback,"Wed, 09 Mar 2022 22:48:17 GMT",https://www.bbc.co.uk/sport/football/60666638,https://www.bbc.co.uk/sport/football/60666638?at_medium=RSS&at_campaign=KARANGA,Karim Benzema scores a superb second-half hat-trick as Real Madrid produce a stirring fightback at a raucous Bernabeu to reach the Champions League quarter-finals at the expense of Paris St-Germain.
The Russians using emojis to evade censors,"Thu, 10 Mar 2022 01:29:13 GMT",https://www.bbc.co.uk/news/60649725,https://www.bbc.co.uk/news/60649725?at_medium=RSS&at_campaign=KARANGA,"Amid a protest crackdown, young people are still risking freedom to oppose the conflict in Ukraine."
Ukraine war: Children of the Soviet era running from Russia,"Wed, 09 Mar 2022 22:47:30 GMT",https://www.bbc.co.uk/news/world-europe-60685723,https://www.bbc.co.uk/news/world-europe-60685723?at_medium=RSS&at_campaign=KARANGA,A veteran of the Soviet-Afghan war is among many older Ukrainians now seeking refuge abroad.
Ros Atkins on... food price rises and the Ukraine war,"Wed, 09 Mar 2022 22:14:35 GMT",https://www.bbc.co.uk/news/world-60682966,https://www.bbc.co.uk/news/world-60682966?at_medium=RSS&at_campaign=KARANGA,Ros Atkins looks at why global food price rises appear inevitable as a consequence of Russia invading Ukraine.
Ukraine war: UK Home Office is in crisis mode over visas,"Wed, 09 Mar 2022 19:20:49 GMT",https://www.bbc.co.uk/news/uk-60682454,https://www.bbc.co.uk/news/uk-60682454?at_medium=RSS&at_campaign=KARANGA,The department is trying to convince an increasingly sceptical nation it has control of the situation.
Ukraine conflict: Your guide to understanding day 14,"Wed, 09 Mar 2022 21:16:53 GMT",https://www.bbc.co.uk/news/world-europe-60683269,https://www.bbc.co.uk/news/world-europe-60683269?at_medium=RSS&at_campaign=KARANGA,A hospital is attacked as civilians try to escape. Here is your guide to the 14th day of fighting.
The Papers: 'Barbaric' children's hospital bombing 'a new low',"Thu, 10 Mar 2022 04:55:11 GMT",https://www.bbc.co.uk/news/blogs-the-papers-60685574,https://www.bbc.co.uk/news/blogs-the-papers-60685574?at_medium=RSS&at_campaign=KARANGA,A picture of a pregnant woman being carried from the wreckage in Mariupol dominates the papers.
Dolly Parton partners with James Patterson for first novel,"Thu, 10 Mar 2022 00:01:14 GMT",https://www.bbc.co.uk/news/entertainment-arts-60609363,https://www.bbc.co.uk/news/entertainment-arts-60609363?at_medium=RSS&at_campaign=KARANGA,Dolly Parton has written her first novel with the help of best-selling author James Patterson.
Encanto director invites glasses 'hero' schoolgirl Lowri to Baftas,"Wed, 09 Mar 2022 12:59:39 GMT",https://www.bbc.co.uk/news/uk-england-nottinghamshire-60677889,https://www.bbc.co.uk/news/uk-england-nottinghamshire-60677889?at_medium=RSS&at_campaign=KARANGA,The 12-year-old wrote to Disney three years ago asking them to create a lead female character with glasses.
Endurance: Underwater robots find Shackleton's lost ship,"Wed, 09 Mar 2022 14:35:52 GMT",https://www.bbc.co.uk/news/science-environment-60670325,https://www.bbc.co.uk/news/science-environment-60670325?at_medium=RSS&at_campaign=KARANGA,Video captured by underwater robots of the shipwreck shows Endurance to be in remarkable condition.
Halifax Acapulco club sells off sticky carpet,"Wed, 09 Mar 2022 11:51:32 GMT",https://www.bbc.co.uk/news/uk-england-leeds-60673798,https://www.bbc.co.uk/news/uk-england-leeds-60673798?at_medium=RSS&at_campaign=KARANGA,"The boss of Halifax's Acapulco club says its ""crazy"" floor covering holds years of memories."
The Capitol riot trial that tore a family apart,"Wed, 09 Mar 2022 23:35:41 GMT",https://www.bbc.co.uk/news/world-us-canada-60671723,https://www.bbc.co.uk/news/world-us-canada-60671723?at_medium=RSS&at_campaign=KARANGA,"Guy Reffitt was convicted of taking part in the 6 January riots, in part due to testimony from his own son."
Fact-checking PM's claim about refugees,"Wed, 09 Mar 2022 18:22:06 GMT",https://www.bbc.co.uk/news/60679290,https://www.bbc.co.uk/news/60679290?at_medium=RSS&at_campaign=KARANGA,The PM claimed the UK had done more to resettle vulnerable people than any other European country.
Israel's Bennett plays peacemaker in Ukraine-Russia war,"Thu, 10 Mar 2022 00:57:16 GMT",https://www.bbc.co.uk/news/world-middle-east-60679175,https://www.bbc.co.uk/news/world-middle-east-60679175?at_medium=RSS&at_campaign=KARANGA,"Prime Minister Naftali Bennett is an unlikely mediator between Kyiv and Moscow, Tom Bateman says."
Winter Paralympics: 'I chose to have my leg amputated after years of pain',"Thu, 10 Mar 2022 01:16:37 GMT",https://www.bbc.co.uk/news/disability-60642118,https://www.bbc.co.uk/news/disability-60642118?at_medium=RSS&at_campaign=KARANGA,Musician Shona chose to have her leg amputated after years of pain - now she's a Paralympian.
Drought robs Amazon communities of 'life-giving' river,"Thu, 10 Mar 2022 01:13:51 GMT",https://www.bbc.co.uk/news/world-latin-america-60601711,https://www.bbc.co.uk/news/world-latin-america-60601711?at_medium=RSS&at_campaign=KARANGA,Low water levels mean riverside communities lose much of their income and their mode of transport.
Kidney donor: I call my remaining one Home Alone Kevin,"Thu, 10 Mar 2022 01:18:17 GMT",https://www.bbc.co.uk/news/health-60661268,https://www.bbc.co.uk/news/health-60661268?at_medium=RSS&at_campaign=KARANGA,"Azeem Ahmad, who donated one of his kidneys to a stranger, says, years on, he still has no regrets."
The Marvellous Neil Baldwin is back to make us feel better,"Thu, 10 Mar 2022 01:20:18 GMT",https://www.bbc.co.uk/news/entertainment-arts-60624134,https://www.bbc.co.uk/news/entertainment-arts-60624134?at_medium=RSS&at_campaign=KARANGA,"Baldwin was played by Toby Jones in the Bafta-winning BBC film Marvellous, which is now on stage."
England in West Indies: Tourists bowlers blunted on attritional second day in Antigua,"Wed, 09 Mar 2022 23:00:57 GMT",https://www.bbc.co.uk/sport/cricket/60665830,https://www.bbc.co.uk/sport/cricket/60665830?at_medium=RSS&at_campaign=KARANGA,A mixed showing from England's bowlers allows West Indies to edge an attritional second day of the first Test in Antigua.
'It's a team award' - Woods gives emotional speech in Hall of Fame induction,"Thu, 10 Mar 2022 06:27:14 GMT",https://www.bbc.co.uk/sport/golf/60684073,https://www.bbc.co.uk/sport/golf/60684073?at_medium=RSS&at_campaign=KARANGA,An emotional Tiger Woods chokes back the tears as he is inducted into the World Golf Hall of Fame on Wednesday after a moving speech by his 14-year-old daughter Sam.
Women share stories of running in public and their safety concerns,"Thu, 10 Mar 2022 06:16:00 GMT",https://www.bbc.co.uk/sport/athletics/60670632,https://www.bbc.co.uk/sport/athletics/60670632?at_medium=RSS&at_campaign=KARANGA,Is it too dark? Should I wear something different? BBC Sport looks at the reality of being a woman out running and what is done to make it safer.
Mazepin & father added to list of wealthy Russians sanctioned by EU,"Wed, 09 Mar 2022 18:01:15 GMT",https://www.bbc.co.uk/sport/formula1/60678476,https://www.bbc.co.uk/sport/formula1/60678476?at_medium=RSS&at_campaign=KARANGA,Ex-Haas driver Nikita Mazepin and his father Dmitry are added to a list of Russians sanctioned over the invasion of Ukraine.
Man City comfortably into Champions League last eight with draw,"Wed, 09 Mar 2022 23:26:53 GMT",https://www.bbc.co.uk/sport/football/60666631,https://www.bbc.co.uk/sport/football/60666631?at_medium=RSS&at_campaign=KARANGA,"Manchester City manager Pep Guardiola says he has learned to ""enjoy the moment"" as his side cruise into the quarter-finals of the Champions League with a 0-0 draw against Sporting Lisbon."
"'A crazy experience' - Liverpool's Harvey Elliott on injury, recovery and Champions League history","Thu, 10 Mar 2022 06:03:58 GMT",https://www.bbc.co.uk/sport/av/football/60685483,https://www.bbc.co.uk/sport/av/football/60685483?at_medium=RSS&at_campaign=KARANGA,MOTDx meets Liverpool midfielder Harvey Elliott to discuss his family's role in his recovery from serious injury and their pride in his place in Champions League history
On the front line of the battle for Kharkiv,"Thu, 10 Mar 2022 17:04:13 GMT",https://www.bbc.co.uk/news/world-europe-60693166,https://www.bbc.co.uk/news/world-europe-60693166?at_medium=RSS&at_campaign=KARANGA,Quentin Sommerville and cameraman Darren Conway are with Ukrainian forces fighting to stop the Russian advance on the country's second city.
Ukraine war: Large Russian convoy redeploys near Kyiv - satellite images,"Fri, 11 Mar 2022 05:38:49 GMT",https://www.bbc.co.uk/news/world-europe-60702464,https://www.bbc.co.uk/news/world-europe-60702464?at_medium=RSS&at_campaign=KARANGA,"The convoy has now largely dispersed, with artillery set up in firing positions, a US company says."
Ukraine war: People can welcome refugees into own homes - PM,"Fri, 11 Mar 2022 03:39:26 GMT",https://www.bbc.co.uk/news/uk-60701941,https://www.bbc.co.uk/news/uk-60701941?at_medium=RSS&at_campaign=KARANGA,"Details of a sponsorship visa scheme to host Ukrainians will be revealed on Monday, Boris Johnson says."
